word,emotion,emotion-intensity-score
gush,disgust,
hater,disgust,
haters,disgust,
herd,disgust,
hoax,disgust,
hoe,disgust,
hoes,disgust,
hog,disgust,
hogs,disgust,
humbug,disgust,
humiliate,disgust,
humiliated,disgust,
humiliates,disgust,
hypocritical,disgust,
idiot,disgust,
idiotic,disgust,
idiots,disgust,
illegality,disgust,
illegally,disgust,
illegitimate,disgust,
illegitimates,disgust,
illiterate,disgust,
imbecile,disgust,
imbeciles,disgust,
impolite,disgust,
imposter,disgust,
imposters,disgust,
impostor,disgust,
impostors,disgust,
impure,disgust,
incense,disgust,
incite,disgust,
incompetence,disgust,
incompetent,disgust,
ineffectual,disgust,
inept,disgust,
iniquity,disgust,
inmate,disgust,
instinctive,disgust,
ironic,disgust,
janitor,disgust,
jerk,disgust,
killers,disgust,
laggard,disgust,
lame,disgust,
laugh my ass,disgust,
laughable,disgust,
liars,disgust,
lie,disgust,
lied,disgust,
lies,disgust,
lizard,disgust,
lmao,disgust,
lmfao,disgust,
loathes,disgust,
loathly,disgust,
loon,disgust,
loser,disgust,
losers,disgust,
lousy,disgust,
lusty,disgust,
maggots,disgust,
manipulated,disgust,
manipulates,disgust,
manipulating,disgust,
manipulation,disgust,
manipulative,disgust,
manipulator,disgust,
manipulators,disgust,
masses,disgust,
mediocre,disgust,
mess,disgust,
misguided,disgust,
mistrust,disgust,
mockery,disgust,
molest,disgust,
molested,disgust,
molests,disgust,
moron,disgust,
moronic,disgust,
morons,disgust,
muddy,disgust,
murky,disgust,
nameless,disgust,
nauseated,disgust,
nauseates,disgust,
nepotism,disgust,
newbie,disgust,
newbies,disgust,
noob,disgust,
noobs,disgust,
notoriety,disgust,
novice,disgust,
pathetic,disgust,
perspiration,disgust,
perverts,disgust,
petty,disgust,
phoney,disgust,
phonies,disgust,
phony,disgust,
piggy,disgust,
pigs,disgust,
piigs,disgust,
pious,disgust,
pitiable,disgust,
pitiful,disgust,
plagiarism,disgust,
pompous,disgust,
ponzi,disgust,
poo,disgust,
pregnancy,disgust,
pretender,disgust,
pretentious,disgust,
prick,disgust,
pricks,disgust,
pukes,disgust,
pump and dump,disgust,
pumper,disgust,
pumpers,disgust,
pumpfest,disgust,
pumptarded,disgust,
punk,disgust,
puppet,disgust,
puppets,disgust,
pussies,disgust,
pussy,disgust,
quack,disgust,
questionable,disgust,
racist,disgust,
racists,disgust,
rags,disgust,
rascal,disgust,
repel,disgust,
repellent,disgust,
reprehensible,disgust,
retarded,disgust,
retards,disgust,
revolted,disgust,
riddance,disgust,
rigged,disgust,
rigor,disgust,
roach,disgust,
roaches,disgust,
robber,disgust,
rook,disgust,
rookies,disgust,
rotten,disgust,
scalper,disgust,
scalpers,disgust,
scam,disgust,
scammed,disgust,
scammer,disgust,
scamming,disgust,
scams,disgust,
scandal,disgust,
scar,disgust,
screw,disgust,
screwed,disgust,
screwing,disgust,
screws,disgust,
scrub,disgust,
scumbag,disgust,
scumbags,disgust,
scums,disgust,
servile,disgust,
shack,disgust,
shady,disgust,
shame on,disgust,
shameful,disgust,
shameless,disgust,
sheep,disgust,
sheepish,disgust,
sheeplike,disgust,
shortie,disgust,
shorty,disgust,
shuddering,disgust,
sickens,disgust,
skanky,disgust,
sketchy,disgust,
slob,disgust,
slobs,disgust,
soreness,disgust,
speck,disgust,
spurious,disgust,
squirm,disgust,
stain,disgust,
sticky,disgust,
stingy,disgust,
stinks,disgust,
stinky,disgust,
stoopid,disgust,
stupid,disgust,
stupidity,disgust,
stupidpeople,disgust,
tarnish,disgust,
tasteless,disgust,
tawny,disgust,
teeming,disgust,
thievery,disgust,
thieving,disgust,
thirsty,disgust,
thoughtless,disgust,
thrift,disgust,
thugs,disgust,
toad,disgust,
told ya,disgust,
told you,disgust,
traitorous,disgust,
treasonable,disgust,
treasonous,disgust,
trickery,disgust,
troll,disgust,
trolling,disgust,
trolls,disgust,
tumor,disgust,
tumors,disgust,
turd,disgust,
turds,disgust,
uglier,disgust,
unaccountable,disgust,
unbearable,disgust,
uncaring,disgust,
unconscionable,disgust,
undoubted,disgust,
unfavorable,disgust,
unmanageable,disgust,
unnatural,disgust,
unpleasant,disgust,
unpopular,disgust,
unsatisfactory,disgust,
unsatisfied,disgust,
untidy,disgust,
vacuous,disgust,
vainly,disgust,
vegetative,disgust,
wallow,disgust,
wasteful,disgust,
weirdo,disgust,
whine,disgust,
whining,disgust,
whores,disgust,
wicked,disgust,
wimp,disgust,
wimpy,disgust,
woefully,disgust,
worsening,disgust,
yack,disgust,
yak,disgust,
yuck,disgust,
yucky,disgust,
zombie,disgust,
disgustface,disgust_emojis,
evilface,disgust_emojis,
facevomiting,disgust_emojis,
lyingface,disgust_emojis,
nauseatedface,disgust_emojis,
pigface,disgust_emojis,
pignose,disgust_emojis,
toilet,disgust_emojis,
wastebasket,disgust_emojis,
aaaaaaah,fear,
aaaah,fear,
absence,fear,
adjudicate,fear,
admonition,fear,
adrift,fear,
affright,fear,
aga,fear,
aghhh,fear,
agitate,fear,
ahhh,fear,
ahhhhhhhh,fear,
alarmed,fear,
alertness,fear,
alienated,fear,
all out,fear,
all to lose,fear,
alreadyyyyy,fear,
am out,fear,
ambulance,fear,
angst,fear,
anomaly,fear,
antsy,fear,
anxiousness,fear,
astray,fear,
austere,fear,
averse,fear,
avoiding,fear,
back fire,fear,
back under soon,fear,
backtrack,fear,
bad news,fear,
badhabit,fear,
bailiff,fear,
bank run,fear,
bankrupt,fear,
bankruptcy,fear,
barricade,fear,
bashing,fear,
battleground,fear,
bear flag,fear,
bear market,fear,
bearish,fear,
behemoth,fear,
bewildered,fear,
bewilderment,fear,
blackness,fear,
blackout,fear,
blindfold,fear,
blues,fear,
bother,fear,
botheration,fear,
bothered,fear,
bothers,fear,
bubble,fear,
bubbles,fear,
buckle,fear,
bugaboo,fear,
bunker,fear,
burdensome,fear,
burning,fear,
burning money,fear,
burning through,fear,
cannot go up,fear,
canthandleit,fear,
capitulate,fear,
capitulation,fear,
careful,fear,
carefully,fear,
carefulness,fear,
carelessness,fear,
cataclysm,fear,
caution,fear,
cautionary,fear,
cautions,fear,
cautious,fear,
cautiously,fear,
cautiousness,fear,
ceasefire,fear,
chaotic,fear,
checkpoint,fear,
choppy,fear,
cleave,fear,
close out,fear,
closed out,fear,
coerce,fear,
coldsweat,fear,
collapsed,fear,
collapses,fear,
collapsing,fear,
comes down,fear,
concealed,fear,
concern,fear,
concerned,fear,
concerning,fear,
concerns,fear,
continue to fall,fear,
continues to fall,fear,
contraction,fear,
contracts,fear,
correction,fear,
could be down,fear,
countdown,fear,
crackdown,fear,
cram,fear,
crashed,fear,
crashes,fear,
crashing,fear,
critical point,fear,
crouch,fear,
crouching,fear,
crowds,fear,
crumble,fear,
crushes,fear,
dawned,fear,
decaying,fear,
decreases,fear,
defection,fear,
defend,fear,
deflation,fear,
deport,fear,
depreciation,fear,
depress,fear,
depresson,fear,
descent,fear,
destroying value,fear,
dike,fear,
dinosaur,fear,
direful,fear,
disallowed,fear,
disappear,fear,
discourage,fear,
discouraged,fear,
disquiet,fear,
disquieted,fear,
disquietude,fear,
disrepeted,fear,
disrupted,fear,
distressed,fear,
distresses,fear,
distressful,fear,
distrubs,fear,
disturb,fear,
disturbed,fear,
disturbing,fear,
divergence,fear,
does not hold,fear,
dontpanic,fear,
doubt,fear,
doubts,fear,
down so far,fear,
down tomorrow,fear,
downhill,fear,
downside,fear,
downtrend,fear,
downturn,fear,
downward,fear,
dropped,fear,
dropping,fear,
dump,fear,
dumped,fear,
dumping,fear,
dumps,fear,
end red,fear,
endangerment,fear,
escaped,fear,
evade,fear,
face problem,fear,
face problems,fear,
fade out,fear,
faded,fear,
fades,fear,
fading,fear,
fall back,fear,
falling,fear,
falls,fear,
falter,fear,
fearfulness,fear,
fearless,fear,
fearsome,fear,
fingerscrossed,fear,
flip flop,fear,
flounder,fear,
flurries,fear,
foreclose,fear,
forewarned,fear,
fragile,fear,
fragility,fear,
frail,fear,
fret,fear,
frigate,fear,
frightens,fear,
gambling,fear,
game of chicken,fear,
game over,fear,
gameday,fear,
gameover,fear,
gametime,fear,
gasping,fear,
get out,fear,
goes to zero,fear,
going down,fear,
going lower,fear,
going red,fear,
gonna be red,fear,
got expensive,fear,
got out,fear,
greed,fear,
greedy,fear,
halter,fear,
hammered,fear,
headaches,fear,
hearse,fear,
heart attack,fear,
heathen,fear,
hesitation,fear,
hurryup,fear,
i am out,fear,
i am short,fear,
impatient,fear,
impatiently,fear,
implode,fear,
implodes,fear,
in a hole,fear,
in the red,fear,
indefensible,fear,
indomitable,fear,
ineptitude,fear,
infamous,fear,
inferior,fear,
inflated,fear,
inflates,fear,
inflation,fear,
insolvent,fear,
interrogate,fear,
intrusion,fear,
irrational,fear,
it is over,fear,
job cut,fear,
job cuts,fear,
jump out,fear,
jumped out,fear,
jumps out,fear,
languishing,fear,
lastminute,fear,
less soon,fear,
liquidate,fear,
liquidating,fear,
lockup,fear,
loom,fear,
looming,fear,
lot of red,fear,
lots of red,fear,
lower tomorrow,fear,
mace,fear,
mentalhealth,fear,
misconception,fear,
mistaken,fear,
mistrustful,fear,
moan,fear,
mortified,fear,
mortify,fear,
mortifying,fear,
needit,fear,
needtoknow,fear,
needtorelax,fear,
negative indicator,fear,
negative indicators,fear,
negative news,fear,
nerve,fear,
nervous,fear,
nervy,fear,
no chance,fear,
no more room,fear,
no signal,fear,
no way,fear,
normal levels,fear,
not a chance,fear,
not bullish,fear,
not looking good,fear,
not worth,fear,
notready,fear,
ohdear,fear,
ohgod,fear,
ohno,fear,
omgomgomg,fear,
oncoming,fear,
onedge,fear,
orc,fear,
overbought,fear,
overpriced,fear,
overthinker,fear,
overthinking,fear,
overtired,fear,
overwhelmed,fear,
party over,fear,
penal,fear,
penance,fear,
perjury,fear,
pessimist,fear,
pessimistic,fear,
plummeting,fear,
plummets,fear,
plunged,fear,
plunges,fear,
plunging,fear,
praying,fear,
prays,fear,
precaution,fear,
pressure,fear,
prevent,fear,
probation,fear,
profit taking,fear,
publicspeaking,fear,
pullback,fear,
pump,fear,
pumping,fear,
pumps,fear,
rationality,fear,
ravenous,fear,
ravine,fear,
razor,fear,
readytogo,fear,
real value,fear,
reasons to sell,fear,
rebels,fear,
recesses,fear,
recession,fear,
red close,fear,
red day,fear,
red zone,fear,
reddish,fear,
refutation,fear,
rejected,fear,
reluctant,fear,
repent,fear,
resection,fear,
resistant,fear,
resisting,fear,
restructuring,fear,
reticent,fear,
retrace,fear,
retract,fear,
retracting,fear,
retrenchment,fear,
ridiculed,fear,
run,fear,
run away,fear,
running down,fear,
runs down,fear,
rushing,fear,
safety,fear,
sag,fear,
save your money,fear,
scaffold,fear,
scarecrow,fear,
scaring,fear,
scramble,fear,
scrapie,fear,
screech,fear,
seclusion,fear,
sell button,fear,
sell off,fear,
sell signal,fear,
sell the,fear,
sell the news,fear,
selloff,fear,
sells off,fear,
settlor,fear,
shaky,fear,
shiver,fear,
shrink,fear,
shutdown,fear,
sinking,fear,
sinks,fear,
sleepless,fear,
slender,fear,
slide,fear,
sliding,fear,
slippery,fear,
slowdown,fear,
slowed,fear,
slowing,fear,
smacked,fear,
somuchtodo,fear,
sonervous,fear,
soready,fear,
speculate,fear,
speculating,fear,
speculation,fear,
speculative,fear,
spinster,fear,
spooky,fear,
squeeze,fear,
squeezed,fear,
squeezes,fear,
squeezing,fear,
stay away,fear,
stayaway,fear,
stillness,fear,
stillwaiting,fear,
stop loss,fear,
stoploss,fear,
stress,fear,
stresses,fear,
stressful,fear,
stressin,fear,
stressing,fear,
stretcher,fear,
submissive,fear,
superstition,fear,
suspected,fear,
suspension,fear,
suspicion,fear,
take profit,fear,
take profits,fear,
take the cents,fear,
taking profit,fear,
tanked,fear,
tanking,fear,
tanks,fear,
target red,fear,
tense,fear,
tenseness,fear,
tensions,fear,
terrify,fear,
terrorise,fear,
thatmoment,fear,
threatens,fear,
threats,fear,
thumping,fear,
ticking bomb,fear,
time to sell,fear,
timidity,fear,
to decline,fear,
too expensive,fear,
toomuchtodo,fear,
trap,fear,
trapped,fear,
trapping,fear,
traps,fear,
tremble,fear,
trembles,fear,
trouble,fear,
troubled,fear,
troubles,fear,
troubling,fear,
tug of war,fear,
tumble,fear,
tumbles,fear,
tumbling,fear,
uhoh,fear,
uncertain,fear,
uncertainty,fear,
undecided,fear,
under pressure,fear,
unease,fear,
uneasiness,fear,
uneasy,fear,
unfamiliar,fear,
unload,fear,
unloads,fear,
unpredictable,fear,
unprepared,fear,
unreassuring,fear,
unrest,fear,
unspeakable,fear,
unsteady,fear,
unsure,fear,
unsurpassed,fear,
untrusting,fear,
uphill,fear,
vigilant,fear,
waitinggame,fear,
waning,fear,
warned,fear,
warning sign,fear,
warns,fear,
warranted,fear,
wary,fear,
watch out,fear,
waver,fear,
weakening,fear,
weighty,fear,
whatdoido,fear,
whatif,fear,
whimper,fear,
whirlwind,fear,
wilderness,fear,
will be down,fear,
will be red,fear,
will dive,fear,
will exit,fear,
will go down,fear,
will not hold,fear,
will not work,fear,
wishmeluck,fear,
withstand,fear,
worried,fear,
worrisome,fear,
worrying,fear,
worship,fear,
worthless,fear,
would not hold,fear,
bearface,fear_emojis,
biohazard,fear_emojis,
bomb,fear_emojis,
cloudwithlightning,fear_emojis,
cloudwithlightningandrain,fear_emojis,
cloudwithrain,fear_emojis,
facescreaminginfear,fear_emojis,
facewithopenmouthcoldsweat,fear_emojis,
fearface,fear_emojis,
fearfulface,fear_emojis,
grimacingface,fear_emojis,
highvoltage,fear_emojis,
hushedface,fear_emojis,
noentry,fear_emojis,
personrunning,fear_emojis,
prohibited,fear_emojis,
redcircle,fear_emojis,
stopbutton,fear_emojis,
stopsign,fear_emojis,
warning,fear_emojis,
worriedface,fear_emojis,
about to explode,happy,
adventure,happy,
adventures,happy,
affectionateness,happy,
affluence,happy,
all good,happy,
allure,happy,
aloha,happy,
already good,happy,
amaze,happy,
amazing,happy,
amicable,happy,
appreciative,happy,
appreciativeness,happy,
arouse,happy,
aroused,happy,
arouses,happy,
artwork,happy,
aspirant,happy,
aspirer,happy,
at last,happy,
auspicious,happy,
awesome,happy,
babe,happy,
babes,happy,
back at it,happy,
back higher,happy,
bang bang,happy,
bargain,happy,
bargains,happy,
bby,happy,
beam,happy,
beast,happy,
beastmode,happy,
beatified,happy,
beatify,happy,
beaut,happy,
beautifully,happy,
beer,happy,
beloved,happy,
benign,happy,
big buy,happy,
blesses,happy,
blissfulness,happy,
blithe,happy,
blitheness,happy,
blithesome,happy,
bonding,happy,
booming,happy,
boost,happy,
booyah,happy,
breeze,happy,
breezy,happy,
bridegroom,happy,
bridesmaid,happy,
bright,happy,
bring it on,happy,
bring on,happy,
bueno,happy,
bull flag,happy,
bullish,happy,
bumping,happy,
buy button,happy,
buy signal,happy,
buy the,happy,
buy the news,happy,
buzzing,happy,
called it,happy,
calm,happy,
calming,happy,
calmness,happy,
can go up,happy,
candlelight,happy,
cannot wait,happy,
cant wait,happy,
chilled,happy,
chilling,happy,
chirping,happy,
chocolate,happy,
chow,happy,
clap,happy,
come on,happy,
come to daddy,happy,
come to papa,happy,
comes power,happy,
comfortable,happy,
commemorate,happy,
commemoration,happy,
congratulate,happy,
congratuliation,happy,
congratuliations,happy,
continue to rise,happy,
continues to climb,happy,
continues to work,happy,
continuing to work,happy,
could be big,happy,
could be huge,happy,
could go up,happy,
could work,happy,
crack me up,happy,
cracks me up,happy,
crescendo,happy,
crowning,happy,
dandy,happy,
decent,happy,
decorating,happy,
delights,happy,
demonstrative,happy,
desire,happy,
doll,happy,
easement,happy,
easing,happy,
easy money,happy,
ejaculation,happy,
elate,happy,
end green,happy,
energise,happy,
energize,happy,
energizes,happy,
enjoyed,happy,
enjoyment,happy,
enjoys,happy,
enthusiast,happy,
epic,happy,
epical,happy,
estatic,happy,
eternal,happy,
euphoric,happy,
euphory,happy,
exceed,happy,
excites,happy,
exhilarate,happy,
fain,happy,
fantastic,happy,
fantastical,happy,
fascinates,happy,
fascinating,happy,
favourable,happy,
feast,happy,
felicitous,happy,
fighting for us,happy,
fighting for you,happy,
finally coming,happy,
finally found,happy,
finally going,happy,
finally in,happy,
flourishing,happy,
flying,happy,
frisky,happy,
ftw,happy,
fullness,happy,
funny,happy,
gaiety,happy,
gaining,happy,
gainz,happy,
gemstone,happy,
genius,happy,
gentle,happy,
gently,happy,
get back in,happy,
get back to,happy,
get in,happy,
gets back up,happy,
getting started,happy,
gigantic,happy,
giver,happy,
gl,happy,
gladden,happy,
gladfulness,happy,
gladiola,happy,
gladiolus,happy,
gladly,happy,
gladsomeness,happy,
gleeful,happy,
glide,happy,
glta,happy,
go go,happy,
gods,happy,
going green,happy,
going higher,happy,
golden,happy,
goldmine,happy,
gonna be green,happy,
good health,happy,
good job,happy,
good life,happy,
good luck,happy,
good news,happy,
gratefulness,happy,
gratification,happy,
great,happy,
great job,happy,
greater,happy,
greatest,happy,
greatly,happy,
green close,happy,
greenish,happy,
healthful,happy,
heartily,happy,
heating up,happy,
hedonism,happy,
hell of a,happy,
hell yeah,happy,
here it comes,happy,
here it goes,happy,
here we go,happy,
higher tomorrow,happy,
hodl,happy,
hold steady,happy,
holding steady,happy,
holding up,happy,
holds steady,happy,
hoped,happy,
hopefully,happy,
hopefulness,happy,
hopes,happy,
hoping,happy,
hot pick,happy,
huge buy,happy,
huge buys,happy,
huge catalyst,happy,
huge run,happy,
huge windfall,happy,
i am fine,happy,
i am in,happy,
i am long,happy,
i am ready,happy,
i believe in,happy,
i do like,happy,
i like,happy,
impressed,happy,
impresses,happy,
impressive,happy,
in the green,happy,
interested,happy,
jewel,happy,
jolliness,happy,
jollity,happy,
joviality,happy,
joyfulness,happy,
joyousness,happy,
jubilance,happy,
jubilancy,happy,
jubilation,happy,
juicy,happy,
jump in,happy,
jumping in,happy,
just in time,happy,
just the beginning,happy,
keep going,happy,
keep it coming,happy,
keep it going,happy,
keep it up,happy,
keep moving,happy,
keep on,happy,
lazyday,happy,
let us break,happy,
let us go,happy,
let us roll,happy,
lets go,happy,
liberated,happy,
life is good,happy,
lighten,happy,
lighthearted,happy,
like to see,happy,
likeaboss,happy,
lit,happy,
littlethings,happy,
lively,happy,
lml,happy,
load up,happy,
loading up,happy,
look attractive,happy,
looking attractive,happy,
looking forward to,happy,
looking good,happy,
looking legit,happy,
looking special,happy,
looking strong,happy,
looks attractive,happy,
looks legit,happy,
looks special,happy,
loovee,happy,
lot of green,happy,
lots of green,happy,
lounging,happy,
loves,happy,
lovingness,happy,
low risk,happy,
luck,happy,
marrow,happy,
meditating,happy,
meditation,happy,
mellow,happy,
melody,happy,
mighty,happy,
mindfulness,happy,
moar,happy,
money maker,happy,
moon,happy,
moonlight,happy,
more to come,happy,
muchneeded,happy,
munchies,happy,
neat,happy,
newday,happy,
newstart,happy,
nice,happy,
nicely,happy,
nicely done,happy,
no pain,happy,
nocomplaints,happy,
noregrets,happy,
nostress,happy,
not afraid,happy,
not alarmed,happy,
not alarming,happy,
not anxious,happy,
not bad,happy,
not bearish,happy,
not concerned,happy,
not distressed,happy,
not disturbed,happy,
not fear,happy,
not fearful,happy,
not frightened,happy,
not get out,happy,
not inflated,happy,
not miss out,happy,
not risky,happy,
not slowing,happy,
not sorry,happy,
not terrified,happy,
not troubled,happy,
not worried,happy,
not worry,happy,
nowork,happy,
noworries,happy,
on fire,happy,
overdue for pop,happy,
phenomenal,happy,
pick up soon,happy,
playhouse,happy,
popped,happy,
positive indicator,happy,
positive indicators,happy,
positive news,happy,
possibility,happy,
power hour,happy,
powerhour,happy,
powerhouse,happy,
prayer,happy,
precisous,happy,
preservative,happy,
pretty accurate,happy,
pretty cool,happy,
pretty good,happy,
pretty hot,happy,
pretty nice,happy,
pretty well,happy,
prideful,happy,
pridefulness,happy,
priesthood,happy,
princess,happy,
promising,happy,
prospering,happy,
puppy,happy,
push through,happy,
push thru,happy,
quite good,happy,
rallies,happy,
rally,happy,
really like,happy,
reasonably well,happy,
relaxed,happy,
reliever,happy,
relish,happy,
relishes,happy,
rested,happy,
reunite,happy,
rhythm,happy,
rhythmical,happy,
righteousness,happy,
rise up,happy,
roar,happy,
roaring,happy,
rocking home,happy,
romp,happy,
rooting,happy,
rouse,happy,
rousing,happy,
run again,happy,
run back up,happy,
runner,happy,
running up,happy,
runs up,happy,
savour,happy,
scenic,happy,
selfworth,happy,
sexy,happy,
shabby,happy,
sharing,happy,
shooting up,happy,
should recover,happy,
simplify,happy,
sit back,happy,
sky rocket,happy,
sky rocketing,happy,
sky rockets,happy,
skyrocket,happy,
skyrocketing,happy,
skyrockets,happy,
smasher,happy,
smashing,happy,
soaring,happy,
solitude,happy,
sonice,happy,
splendiferous,happy,
stoked,happy,
strong up,happy,
superbia,happy,
supercilious,happy,
takeoff,happy,
taking off,happy,
target green,happy,
tasty,happy,
terrific,happy,
thank me,happy,
thankfully,happy,
thankfulness,happy,
thelittlethings,happy,
tickle,happy,
time to buy,happy,
to easy,happy,
to go positive,happy,
too easy,happy,
tranquil,happy,
triumphal,happy,
unbeaten,happy,
unbothered,happy,
unforgettable,happy,
unstoppable,happy,
unwind,happy,
up tomorrow,happy,
up we go,happy,
very good,happy,
vibes,happy,
voluptuous,happy,
waiting to,happy,
we are bulls,happy,
we are ready,happy,
we do like,happy,
we like,happy,
we ready,happy,
we rich,happy,
wealth,happy,
well done,happy,
what a run,happy,
will be bold,happy,
will be green,happy,
will be up,happy,
will go up,happy,
will pop,happy,
will recover,happy,
will soar,happy,
will work,happy,
wins,happy,
wisely,happy,
wish i had,happy,
wishful,happy,
witty,happy,
wondrous,happy,
worth a buy,happy,
would not mind,happy,
yee,happy,
yeehaw,happy,
yehey,happy,
yess,happy,
yolo,happy,
yum,happy,
yummy,happy,
zealous,happy,
zestfulness,happy,
zippy,happy,
beatingheart,happy_emojis,
beermug,happy_emojis,
blueheart,happy_emojis,
bottlewithpoppingcork,happy_emojis,
catfacewithtearsofjoy,happy_emojis,
catfacewithwrysmile,happy_emojis,
cheekyface,happy_emojis,
clinkingbeermugs,happy_emojis,
couplewithheart,happy_emojis,
couplewithheartmanman,happy_emojis,
couplewithheartwomanman,happy_emojis,
couplewithheartwomanwoman,happy_emojis,
dollarbanknote,happy_emojis,
droolingface,happy_emojis,
eurobanknote,happy_emojis,
faceblowingakiss,happy_emojis,
facesavouringdeliciousfood,happy_emojis,
facewithhandovermouth,happy_emojis,
facewithstuckouttongue,happy_emojis,
facewithstuckouttongueclosedeyes,happy_emojis,
facewithstuckouttonguewinkingeye,happy_emojis,
facewithtearsofjoy,happy_emojis,
flexedbiceps,happy_emojis,
foldedhands,happy_emojis,
glowingstar,happy_emojis,
greenheart,happy_emojis,
grinningcatfacewithsmilingeyes,happy_emojis,
grinningface,happy_emojis,
grinningfacewithsmilingeyes,happy_emojis,
growingheart,happy_emojis,
happyface,happy_emojis,
heartdecoration,happy_emojis,
heartsuit,happy_emojis,
heartwitharrow,happy_emojis,
heartwithribbon,happy_emojis,
heavydollarsign,happy_emojis,
heavyheartexclamation,happy_emojis,
huggingface,happy_emojis,
hundredpoints,happy_emojis,
kissingcatfacewithclosedeyes,happy_emojis,
kissingface,happy_emojis,
kissingfacewithclosedeyes,happy_emojis,
kissingfacewithsmilingeyes,happy_emojis,
kissmanman,happy_emojis,
kissmark,happy_emojis,
kisswomanman,happy_emojis,
kisswomanwoman,happy_emojis,
laughingface,happy_emojis,
loveletter,happy_emojis,
mandancing,happy_emojis,
moneybag,happy_emojis,
moneymouthface,happy_emojis,
moneywithwings,happy_emojis,
oncomingfist,happy_emojis,
partyingface,happy_emojis,
peoplewithbunnyearspartying,happy_emojis,
poundbanknote,happy_emojis,
purpleheart,happy_emojis,
raisinghands,happy_emojis,
redheart,happy_emojis,
relievedface,happy_emojis,
revolvinghearts,happy_emojis,
rocket,happy_emojis,
rollingonthefloorlaughing,happy_emojis,
seenoevilmonkey,happy_emojis,
shootingstar,happy_emojis,
slightlysmilingface,happy_emojis,
smilingcatfacewithhearteyes,happy_emojis,
smilingcatfacewithopenmouth,happy_emojis,
smilingface,happy_emojis,
smilingfacewithhalo,happy_emojis,
smilingfacewithhearteyes,happy_emojis,
smilingfacewithhearts,happy_emojis,
smilingfacewithhorns,happy_emojis,
smilingfacewithopenmouth,happy_emojis,
smilingfacewithopenmouthclosedeyes,happy_emojis,
smilingfacewithopenmouthcoldsweat,happy_emojis,
smilingfacewithopenmouthsmilingeyes,happy_emojis,
smilingfacewithsmilingeyes,happy_emojis,
smilingfacewithsunglasses,happy_emojis,
smilingfacewithtear,happy_emojis,
smirkingface,happy_emojis,
sparklingheart,happy_emojis,
starstruck,happy_emojis,
sunwithface,happy_emojis,
thumbsup,happy_emojis,
trophy,happy_emojis,
trumpet,happy_emojis,
twohearts,happy_emojis,
unicornface,happy_emojis,
upsidedownface,happy_emojis,
veryhappyface,happy_emojis,
victoryhand,happy_emojis,
winkface,happy_emojis,
winkingface,happy_emojis,
womandancing,happy_emojis,
wrappedgift,happy_emojis,
yellowheart,happy_emojis,
yenbanknote,happy_emojis,
abash,sad,
abashed,sad,
abashment,sad,
abject,sad,
abjected,sad,
abscess,sad,
absent,sad,
absentee,sad,
adversity,sad,
aloneness,sad,
annulment,sad,
apathetic,sad,
apathy,sad,
apologize,sad,
argh,sad,
attenuation,sad,
aw,sad,
awed,sad,
awfully,sad,
awkward,sad,
awkwardness,sad,
awry,sad,
bad,sad,
badday,sad,
badly,sad,
bailing,sad,
bashed,sad,
beat down,sad,
beat it down,sad,
beat this down,sad,
beaten,sad,
beg,sad,
beggar,sad,
bittersweet,sad,
blame,sad,
bleeder,sad,
blew,sad,
blindly,sad,
boo,sad,
boooo,sad,
boredom,sad,
brokenhearted,sad,
brokenheartedness,sad,
brutal,sad,
bummer,sad,
burned,sad,
burnt,sad,
busted,sad,
butthurt,sad,
cheerless,sad,
clouded,sad,
coldness,sad,
coping,sad,
corse,sad,
crap,sad,
crappy,sad,
creeping,sad,
criticise,sad,
cumbersome,sad,
dang,sad,
darn,sad,
dashed,sad,
dead,sad,
deadened,sad,
defecate,sad,
deject,sad,
dejected,sad,
delirious,sad,
demoralise,sad,
demoralize,sad,
desperate,sad,
desperately,sad,
detention,sad,
diminish,sad,
disapointment,sad,
disappeared,sad,
disappoints,sad,
disconnect,sad,
discouragement,sad,
disheartenment,sad,
dislocated,sad,
disordered,sad,
dispassionate,sad,
dispel,sad,
dispirit,sad,
dispirited,sad,
disqualified,sad,
disqualify,sad,
dissatisfactory,sad,
dissolution,sad,
down we go,sad,
downhearted,sad,
drab,sad,
dragged,sad,
drained,sad,
draining,sad,
dread,sad,
dreaded,sad,
drifted,sad,
dull,sad,
dysphoric,sad,
encumbrance,sad,
epicfail,sad,
epicfails,sad,
epicfailure,sad,
evanescence,sad,
excruciate,sad,
excruciation,sad,
exhaustion,sad,
fail,sad,
failed,sad,
fails,sad,
failures,sad,
fall prey,sad,
fallout,sad,
fasting,sad,
fatigued,sad,
feeble,sad,
feel sorry,sad,
fell prey,sad,
flaccid,sad,
flaw,sad,
flushed,sad,
fml,sad,
frailty,sad,
frayed,sad,
friendless,sad,
frown,sad,
fruitless,sad,
funk,sad,
furrow,sad,
futile,sad,
geriatric,sad,
getting lost,sad,
give up,sad,
gloominess,sad,
gracelessness,sad,
gullible,sad,
heartbroken,sad,
heartburn,sad,
heartsick,sad,
hindering,sad,
hoary,sad,
hobo,sad,
hollow,sad,
horrendous,sad,
horrible,sad,
horrify,sad,
humbled,sad,
hurts,sad,
i lost,sad,
ifonly,sad,
imprudent,sad,
inability,sad,
inconsequential,sad,
indigent,sad,
infamy,sad,
inhospitable,sad,
is it over,sad,
jurisprudence,sad,
killed,sad,
knockout,sad,
lace,sad,
